crosswalk_id,car
06-0000046873,0.034246575
06-0000046874,0.034246575
06-0000052708,0.035616438
06-0000013502,0.089041096
06-0000014504,0.032876712
06-0000012859,0.554794521
06-0000046871,0.034246575
06-0000024780,0.384931507
06-0000014503,0.032876712
06-0000050731,0.554794521
06-0000034376,0.231506849
06-0000039755,0.071232877
06-0000025531,0.067123288
06-0000012073,0.338356164
06-0000035202,0.032876712
06-0000035203,0.032876712
06-0000024776,0.550684932
06-0000024781,0.384931507
06-0000013750,0
06-0000013503,0.089041096
06-0000024774,0.550684932
06-0000014501,0.032876712
06-0000014502,0.032876712
06-0000024775,0.304109589
06-0000040060,2.05890411
06-0000025952,0.304109589
06-0000012075,0.183561644
06-0000013751,0
06-0000012887,0
06-0000014164,0.309589041
06-0000013504,0.089041096
06-0000014507,0.032876712
06-0000012861,0
06-0000013482,0.465753425
06-0000039692,0.465753425
06-0000014165,0.309589041
06-0000013472,0.671232877
06-0000013473,0.312328767
06-0000012860,0
06-0000015731,0.176712329
06-0000050020,0
06-0000014500,0
06-0000013493,0.506849315
06-0000025951,0.884931507
06-0000012074,0.293150685
06-0000012867,0
06-0000039756,0
06-0000013485,0.053424658
06-0000012872,0.080821918
06-0000050954,0.078082192
06-0000025950,0.994520548
06-0000039693,0.053424658
06-0000013497,4.524657534
06-0000038979,0.309589041
06-0000014166,0
06-0000050955,0
06-0000013498,0.545205479
06-0000012871,0.080821918
06-0000037227,0.884931507
06-0000051452,0.080821918
06-0000025949,0.994520548
06-0000013028,0.210958904
06-0000037225,0.884931507
06-0000012869,0.080821918
06-0000037226,0.884931507
06-0000003147,0.079452055
06-0000014101,4.520547945
06-0000003359,4.389041096
06-0000022626,0.032876712
06-0000003352,4.309589041
06-0000033805,0
06-0000019861,0
06-0000013005,0.101369863
06-0000035126,0.101369863
06-0000013141,0
06-0000002870,0.210958904
06-0000013569,0
06-0000013143,0
06-0000002871,0.210958904
06-0000012940,0
06-0000011797,0.253424658
06-0000013566,0
06-0000003149,0.11369863
06-0000012941,0
06-0000051243,0
06-0000051244,0
06-0000003384,3.817808219
06-0000033830,3.817808219
06-0000013140,0
06-0000013142,0
06-0000013568,0
06-0000013567,0
06-0000002872,3.74109589
06-0000003144,0.079452055
06-0000023334,0
06-0000013573,0
06-0000002873,3.790410959
06-0000036927,0
06-0000051453,0
06-0000050948,0
06-0000039757,0
06-0000013007,0.210958904
06-0000028881,0
06-0000027793,0
06-0000013572,0
06-0000048427,2.109589041
06-0000013139,0
06-0000002876,0.11369863
06-0000002880,0.046575342
06-0000027797,0
06-0000027799,0
06-0000013571,0
06-0000039744,0
06-0000013574,0
06-0000039754,0.156164384
06-0000013006,2.076712329
06-0000027798,0
06-0000036926,0
06-0000039745,0
06-0000002878,0.043835616
06-0000012892,0
06-0000024645,0.226027397
06-0000012939,0.082191781
06-0000012893,0
06-0000039753,0.156164384
06-0000015715,0
06-0000027800,0
06-0000012942,0
06-0000012891,0
06-0000038820,0
06-0000033806,0
06-0000045334,2.116438356
06-0000013132,0
06-0000027801,0
06-0000024646,0.226027397
06-0000013008,0.063013699
06-0000040240,3.623287671
06-0000013565,0
06-0000025957,0
06-0000022980,0
06-0000024647,0.226027397
06-0000013575,0
06-0000039746,0
06-0000041876,0
06-0000041877,0
06-0000041121,0
06-0000019865,0
06-0000037839,0
06-0000013564,0
06-0000045333,0.115068493
06-0000050943,0
06-0000050014,2.12739726
06-0000041875,0
06-0000019867,0
06-0000038962,0.308219178
06-0000039747,0
06-0000019866,0
06-0000045225,0.038356164
06-0000027802,0
06-0000013004,0.308219178
06-0000013129,0
06-0000037758,0
06-0000038961,0.18630137
06-0000013130,0
06-0000002879,0.043835616
06-0000024648,0.476712329
06-0000013570,0
06-0000037757,0
06-0000041878,0
06-0000013127,0
06-0000013128,0
06-0000036543,0
06-0000003579,0
06-0000013010,0
06-0000033807,0.045205479
06-0000013587,0.038356164
06-0000039748,0.038356164
06-0000051454,0
06-0000041120,0.038356164
06-0000031629,0
06-0000013149,0
06-0000012890,0.090410959
06-0000027796,0
06-0000013576,0.045205479
06-0000038821,0.090410959
06-0000039749,0.038356164
06-0000013278,0.510958904
06-0000013148,0
06-0000050017,0
06-0000025954,0.038356164
06-0000013585,0.038356164
06-0000013277,0.543835616
06-0000039752,0.038356164
06-0000013586,0.038356164
06-0000030291,0.038356164
06-0000013147,0
06-0000028847,0.045205479
06-0000003647,0.115068493
06-0000013584,0.038356164
06-0000039750,0.038356164
06-0000003620,0.115068493
06-0000041879,0.198630137
06-0000032128,0.328767123
06-0000013274,0.578082192
06-0000013276,0.578082192
06-0000032127,0.365753425
06-0000040241,0.117808219
06-0000032130,0.365753425
06-0000025953,0.038356164
06-0000013009,0.034246575
06-0000013144,0
06-0000013259,0
06-0000013146,0
06-0000040244,0.117808219
06-0000032126,0.4
06-0000025495,0
06-0000013145,0
06-0000030692,0
06-0000012889,0.090410959
06-0000037756,0.247945205
06-0000038822,0.090410959
06-0000051463,0
06-0000030693,0
06-0000032129,0.535616438
06-0000030690,0.035616438
06-0000024543,0.139726027
06-0000030691,0.035616438
06-0000013273,0.789041096
06-0000013279,0.831506849
06-0000033820,0.139726027
06-0000032136,0
06-0000013282,0.868493151
06-0000035127,0
06-0000013582,0.143835616
06-0000013583,0.143835616
06-0000032135,0
06-0000050019,0
06-0000032134,0
06-0000013280,0.797260274
06-0000036922,0.338356164
06-0000013577,0.338356164
06-0000050024,0
06-0000013011,0
06-0000020831,0.338356164
06-0000035128,0
06-0000036925,0.338356164
06-0000013281,0.797260274
06-0000013270,0.217808219
06-0000035201,0.217808219
06-0000013134,0
06-0000003621,8.852054795
06-0000041605,0.035616438
06-0000025490,1.076712329
06-0000050945,0
06-0000051468,1.109589041
06-0000013578,0.457534247
06-0000036924,0.457534247
06-0000013135,0
06-0000036923,0.457534247
06-0000033821,0.178082192
06-0000024548,0.839726027
06-0000028848,0.51369863
06-0000033822,0.178082192
06-0000025491,1.109589041
06-0000037740,0.51369863
06-0000033808,0.51369863
06-0000036540,0.247945205
06-0000036541,0.247945205
06-0000040246,0.836986301
06-0000036542,0.247945205
06-0000040245,0.871232877
06-0000032138,0
06-0000039076,0
06-0000021801,0.056164384
06-0000013013,0.056164384
06-0000032131,0
06-0000040243,0
06-0000028079,0.056164384
06-0000013133,0.038356164
06-0000013579,0.119178082
06-0000032140,0.049315068
06-0000013581,0.143835616
06-0000040247,0.836986301
06-0000021799,0.056164384
06-0000032139,0
06-0000032137,0.17260274
06-0000051462,0.143835616
06-0000040242,0
06-0000040249,0.889041096
06-0000032132,0
06-0000032133,0
06-0000012888,0.191780822
06-0000013012,0.056164384
06-0000024547,0.845205479
06-0000050023,0
06-0000021798,0.056164384
06-0000050009,0.101369863
06-0000033823,0.191780822
06-0000033824,0.191780822
06-0000040248,0.767123288
06-0000031753,0
06-0000024667,8.780821918
06-0000013580,0
06-0000021802,0.110958904
06-0000040237,0.168493151
06-0000013363,0.168493151
06-0000031748,0.394520548
06-0000033809,0.51369863
06-0000050027,0.51369863
06-0000031751,0
06-0000012120,8.742465753
06-0000033452,0
06-0000028078,0.24109589
06-0000037239,0.24109589
06-0000036538,0.052054795
06-0000031749,0.056164384
06-0000013370,0
06-0000013369,0
06-0000012064,0.24109589
06-0000036539,0.182191781
06-0000050010,0.182191781
06-0000012063,0.24109589
06-0000028077,0.24109589
06-0000037240,0.24109589
06-0000015668,0.24109589
06-0000031752,0
06-0000033813,0.260273973
06-0000022965,0.217808219
06-0000041529,5.731506849
06-0000018738,0
06-0000051379,0.056164384
06-0000018737,0
06-0000013354,0.126027397
06-0000031754,0
06-0000003060,0
06-0000033826,0.142465753
06-0000033825,0.049315068
06-0000012128,0.049315068
06-0000024552,12.63561644
06-0000018195,0
06-0000041570,12.63561644
06-0000013355,0.364383562
06-0000030278,0.215068493
06-0000015726,0
06-0000013359,0.235616438
06-0000003581,6.942465753
06-0000049387,0.04109589
06-0000052682,0.282191781
06-0000012065,0.097260274
06-0000024551,9.645205479
06-0000052684,0.405479452
06-0000050029,0.235616438
06-0000037753,0.235616438
06-0000013357,0.054794521
06-0000013356,0.235616438
06-0000052683,0.405479452
06-0000037752,0.235616438
06-0000013368,2.673972603
06-0000012979,0.056164384
06-0000033827,0
06-0000033828,0
06-0000050031,0.056164384
06-0000052685,1.034246575
06-0000003590,2.673972603
06-0000012129,0
06-0000012976,0.056164384
06-0000028100,0
06-0000036919,0.056164384
06-0000050030,0.130136986
06-0000037751,0.075342466
06-0000013364,0.056164384
06-0000037750,0.22739726
06-0000036921,0.056164384
06-0000025603,0.075342466
06-0000018194,0.12739726
06-0000012115,0.116438356
06-0000012977,0.056164384
06-0000013361,0.902739726
06-0000013362,0.902739726
06-0000036920,0.056164384
06-0000018193,0.12739726
06-0000012978,0.056164384
06-0000033453,0
06-0000028099,0
06-0000036918,0.056164384
06-0000013360,0.930136986
06-0000028098,0
06-0000013358,0.075342466
06-0000024553,0.497260274
06-0000012116,0.075342466
06-0000028097,0
06-0000024554,0.497260274
06-0000028080,0
06-0000024555,0.497260274
06-0000027836,0.056164384
06-0000003639,2.673972603
06-0000013367,1.224657534
06-0000024557,1.224657534
06-0000028096,0.034246575
06-0000045421,1.224657534
06-0000045420,1.224657534
06-0000028095,0.034246575
06-0000013366,1.224657534
06-0000033810,2.673972603
06-0000013365,1.224657534
06-0000018192,0
06-0000012126,0.160273973
06-0000047448,0.9
06-0000018191,0
06-0000037736,0
06-0000003638,0
06-0000033606,0
06-0000003591,0.9
06-0000018190,0
06-0000015671,0.034246575
06-0000018189,0
06-0000034726,0
06-0000033605,0
06-0000003592,0.878082192
06-0000003593,0.878082192
06-0000033811,0.720547945
06-0000003637,0.982191781
06-0000012125,0.150684932
06-0000035562,0
06-0000035545,0
06-0000028094,0.102739726
06-0000037735,0
06-0000033812,0
06-0000003624,0.228767123
06-0000003626,0.228767123
06-0000013179,0.324657534
06-0000036916,0.324657534
06-0000003625,0.228767123
06-0000013177,0.324657534
06-0000003629,0.153424658
06-0000003630,0.153424658
06-0000027824,0.331506849
06-0000013173,0.324657534
06-0000036914,0.324657534
06-0000013175,0.324657534
06-0000036917,0.324657534
06-0000003631,0.153424658
06-0000025604,0
06-0000027823,0
06-0000015716,0.331506849
06-0000035546,0.106849315
06-0000013673,0
06-0000041531,5.284931507
06-0000013172,0.106849315
06-0000027835,0.106849315
06-0000045377,0.815068493
06-0000019535,0
06-0000035547,0.106849315
06-0000027825,0.331506849
06-0000027834,0.106849315
06-0000018739,0
06-0000013159,0.323287671
06-0000027833,0.323287671
06-0000027832,0.323287671
06-0000013158,0.323287671
06-0000033814,0
06-0000041214,5.217808219
06-0000027826,0.045205479
06-0000033815,0
06-0000035563,0.216438356
06-0000013157,0.089041096
06-0000013163,0.216438356
06-0000045425,0.230136986
06-0000003623,0.197260274
06-0000027827,0.216438356
06-0000013162,0.216438356
06-0000030698,0
06-0000002976,0
06-0000003628,0.532876712
06-0000013674,0
06-0000027819,0.190410959
06-0000038980,0
06-0000027822,0
06-0000013181,0
06-0000030628,0
06-0000027820,0.142465753
06-0000012458,1.57260274
06-0000030580,0
06-0000027821,0
06-0000030629,0
06-0000013676,0
06-0000036913,0
06-0000027829,0.216438356
06-0000030620,0.1
06-0000030619,0.150684932
06-0000036041,0
06-0000027830,0.216438356
06-0000013675,0.242465753
06-0000022449,0
06-0000027818,0.075342466
06-0000013164,0.171232877
06-0000027817,0.042465753
06-0000036042,0
06-0000027816,0.042465753
06-0000027831,0.043835616
06-0000019028,0.105479452
06-0000026760,0.105479452
06-0000026761,0.105479452
06-0000027803,0.334246575
06-0000034372,5.334246575
06-0000021250,5.334246575
06-0000050021,0
06-0000003627,1.4
06-0000030630,0
06-0000021252,5.334246575
06-0000013677,0
06-0000019863,0
06-0000013678,0
06-0000027815,0
06-0000002690,0
06-0000013165,0
06-0000023176,0.123287671
06-0000019351,0.039726027
06-0000019846,0
06-0000040053,0.039726027
06-0000048411,0.034246575
06-0000015717,0
06-0000027814,0.117808219
06-0000013679,0.034246575
06-0000011835,0
06-0000038451,0.083561644
06-0000013097,0
06-0000002993,0.326027397
06-0000019862,0
06-0000046659,0.445205479
06-0000013287,0.034246575
06-0000038058,0.034246575
06-0000052465,0.034246575
06-0000027813,0.034246575
06-0000038056,0.034246575
06-0000011740,0
06-0000013285,0.034246575
06-0000013289,0.038356164
06-0000013286,0.034246575
06-0000038057,0.034246575
06-0000051464,0.034246575
06-0000052464,0.034246575
06-0000013288,0.07260274
06-0000011586,0.032876712
06-0000019859,0.08630137
06-0000051465,0.034246575
06-0000025511,0.046575342
06-0000027812,0
06-0000033819,0
06-0000038055,0
06-0000025513,0.04109589
06-0000013268,0.117808219
06-0000019849,0
06-0000012036,0.08630137
06-0000002992,0.326027397
06-0000027810,0.157534247
06-0000029739,0.032876712
06-0000034374,0
06-0000011588,0.046575342
06-0000013272,0.117808219
06-0000032155,0.08630137
06-0000013269,0.117808219
06-0000013671,0.14109589
06-0000013271,0.117808219
06-0000011585,0
06-0000025514,0
06-0000013267,0.157534247
06-0000013290,0.038356164
06-0000011024,0.279452055
06-0000034373,0
06-0000037899,0
06-0000013353,0.642465753
06-0000048447,0.371232877
06-0000021797,0.157534247
06-0000013669,0
06-0000013266,0.157534247
06-0000013371,0.069863014
06-0000011023,0.279452055
06-0000027805,0.236986301
06-0000027838,0
06-0000012945,0.382191781
06-0000027808,0.209589041
06-0000029016,0.038356164
06-0000027807,0.091780822
06-0000012035,0.098630137
06-0000027840,0
06-0000038975,0.236986301
06-0000012033,0.42739726
06-0000011022,0.279452055
06-0000028955,0.038356164
06-0000025517,0.134246575
06-0000027806,0.431506849
06-0000034371,0.134246575
06-0000013095,0
06-0000013086,0
06-0000030294,0.27260274
06-0000039470,0.323287671
06-0000019848,0.27260274
06-0000000002,0.656164384
06-0000028956,0.038356164
06-0000013093,0
06-0000013094,0
06-0000030293,0.510958904
06-0000035205,0
06-0000035204,0
06-0000013092,0
06-0000050013,0.057534247
06-0000013091,0
06-0000027841,0
06-0000033797,0.749315068
06-0000013275,0.057534247
06-0000033816,0.057534247
06-0000050026,0
06-0000034370,0.076712329
06-0000033796,0.749315068
06-0000025581,0.749315068
06-0000012032,0.076712329
06-0000052459,0.801369863
06-0000025582,0.749315068
06-0000028061,0.801369863
06-0000052453,0.921917808
06-0000052451,0.921917808
06-0000028060,0.801369863
06-0000028062,0.801369863
06-0000012028,0
06-0000051467,0
06-0000052452,0.921917808
06-0000025583,0.749315068
06-0000031331,0
06-0000051466,0
06-0000050012,0
06-0000013284,0
06-0000013283,0
06-0000015721,0
06-0000049978,0
06-0000026905,0
06-0000026904,0
06-0000028063,0.195890411
06-0000023070,0.14109589
06-0000028064,0.195890411
06-0000028065,0.195890411
06-0000034369,0.14109589
06-0000035739,0
06-0000015722,0
06-0000028067,0
06-0000030617,0.14109589
06-0000048500,0
06-0000048501,0
06-0000028066,0
06-0000013301,0
06-0000027398,0
06-0000037897,0.14109589
06-0000030015,0.075342466
06-0000030616,0.14109589
06-0000028068,0.035616438
06-0000028069,0.035616438
06-0000034368,0.14109589
06-0000052454,0.045205479
06-0000028070,0.261643836
06-0000013302,0.035616438
06-0000052456,0.261643836
06-0000052455,0.261643836
06-0000052457,0.283561644
06-0000034367,0.402739726
06-0000027404,0
06-0000027418,0.039726027
06-0000027405,0.039726027
06-0000044383,0.035616438
06-0000018477,0.035616438
06-0000034366,1.091780822
06-0000048404,1.091780822
06-0000047275,0.467123288
06-0000032156,0.035616438
06-0000012999,0.035616438
06-0000015710,1.091780822
06-0000048405,1.091780822
06-0000047268,0.1
06-0000012997,1.053424658
06-0000003224,1.053424658
06-0000047269,0.131506849
06-0000027409,0.54109589
06-0000047271,1.091780822
06-0000047274,0
06-0000027416,2.278082192
06-0000027417,2.278082192
06-0000027408,0.579452055
06-0000027410,0.54109589
06-0000013018,0.034246575
06-0000027415,2.342465753
06-0000027411,0.579452055
06-0000025617,0.589041096
06-0000025618,0.589041096
06-0000027419,2.390410959
06-0000037731,0
06-0000013019,0
06-0000011747,0.91369863
06-0000027431,0.039726027
06-0000027434,0.194520548
06-0000047273,0.720547945
06-0000013020,0
06-0000024252,0.224657534
06-0000047272,0.383561644
06-0000027435,0.039726027
06-0000027420,0.480821918
06-0000027412,0.480821918
06-0000027413,0.238356164
06-0000027414,0.480821918
06-0000024254,0.260273973
06-0000047270,0.753424658
06-0000024253,0.31369863
06-0000027437,0.039726027
06-0000033817,0.369863014
06-0000048584,0.379452055
06-0000027449,0.154794521
06-0000027453,0.154794521
06-0000027454,0.154794521
06-0000026601,0.383561644
06-0000028880,0.12739726
06-0000028879,0.12739726
06-0000019673,0.154794521
06-0000028878,0.12739726
06-0000024251,0.383561644
06-0000027441,0.12739726
06-0000026600,0.383561644
06-0000026599,0.383561644
06-0000012603,0.597260274
06-0000027442,0.12739726
06-0000045076,0.369863014
06-0000027440,0.073972603
06-0000027455,0.154794521
06-0000027443,0.087671233
06-0000033818,0.631506849
06-0000011877,0.220547945
06-0000034365,0.220547945
06-0000024236,0.273972603
06-0000027438,0
06-0000024237,0.553424658
06-0000024238,0.553424658
06-0000027444,0
06-0000027445,0
06-0000027446,0
06-0000019593,0
06-0000024247,0.279452055
06-0000024245,0.279452055
06-0000011869,0.382191781
06-0000024246,0.279452055
06-0000012604,0.076712329
06-0000034364,0.291780822
06-0000012605,0
06-0000012602,0
06-0000040321,0.291780822
06-0000030613,0.291780822
06-0000049278,0.291780822
06-0000019591,0
06-0000027447,0
06-0000035468,0
06-0000027448,0
06-0000011874,0.291780822
06-0000012601,0.042465753
06-0000012600,0
06-0000041607,0
06-0000015692,0
06-0000030496,0
06-0000038456,0
06-0000012599,0
06-0000011875,0.732876712
06-0000023417,2.62739726
06-0000034363,0.780821918
06-0000012598,2.62739726
06-0000011873,0.761643836
06-0000011871,0.761643836
06-0000011870,0.761643836
06-0000003239,2.62739726
06-0000012023,2.62739726
06-0000012024,2.62739726
06-0000002715,0.087671233
